commodity,value_bd
Parts For Slide Fasteners,14701.287
Parts For Soldering Or Welding Machines,154058.878
"Parts For Surveying, Hydrographic, Etc., Instruments",3339008.228
Parts For Tobacco Machinery,1796.619
"Parts For Trailers In Heading 87 16 80 11,87 16 80 12 ,87 16 80 13",19801.745
"Parts For Transformers, Static Converters And Inductors",775585.312
"Parts For Transmission Apparatus Other Than Transmission Apparatus For Ra Diobroadcasting Or Television, Apparatus Incorporating Receivers , Digital Vide O Cameras, Portable Transmission For Commonucation, Alarms, Sound Signalling",19799.415
"Parts For Transmissions, Gears And Similar Items",1687580.9309999999
Parts For Turbines,2008161.766
Parts For Vacuum Cleaners With Self-Contained Electric Motor,60510.236
"Parts For Valves, Cocks And Similar Items",7378966.728
"Parts For Vehicle Lighting, Signalling Equipment, Etc.",1204454.574
Parts For Washing Machines,102144.209
Parts For Work Trucks,122426.23199999999
Parts Of  Machines For Additive Manufacturing,15827.173
Parts Of Aerials And Aerial Reflectors Of All Kinds; Parts Suitable For Use Therewith,942787.482
Parts Of Air-Zinc Dry Cells(Batteries),20035.939000000002
"Parts Of Aircraft ,Propellers And Rotors And Parts Thereof (Goods Of Heading 88.01, 88.02 Or 88.06)",17867.028
"Parts Of Aircraft, Under-Carriages And Parts Thereof (Goods Of Heading 88.01, 88.02 Or 88.06)",2134003.982
Parts Of Card Clothing Machines,27818.320000000003
Parts Of Cathode-Ray Tubes,809.35
Parts Of Central Heating Boilers,8831.181
"Parts Of Centrifuges, Including Centrifugal Dryers",103272.268
Parts Of Chain Saws,5159.195
Parts Of Clock Cases,7303.903
"Parts Of Clothing, Knitted",3272.203
Parts Of Drills For Drilling Wells,934046.644
Parts Of Electric Amplifiers For Use As Reformation Signalling Apparatus In Telephone Lines Technique Products Of Information Technique Agreement,33667.325
Parts Of Equipment Of Headings No. 87.10,178852.207
Parts Of Equipment Of Headings Nos. 87.01 To 87.05,483781.18
Parts Of Filtering Machinery,6603666.286
"Parts Of Flat Monitors (Including Lcd Monitors, Plasma, Electro Luminescence ,Vacuum Flourescence And Other Monitors Techniques) Of Prodcts Of Information Technique Agreement",15786.222999999998
"Parts Of Frames And Mountings For Spectacles, Etc.",8411.175
Parts Of Instruments For Measuring The Flow Of Liquids,1110569.247
Parts Of Ion Plant Machines To Active Semiconductors By Paint,530.452
"Parts Of Lifts, Skip Hoists Or Escalators",910359.438
Parts Of Link Chain,39283.385
Parts Of Liquid Elevators,217525.567
Parts Of Locks,406815.555
Parts Of Machinery For Pulp Of Cellulose Material,14907.519
Parts Of Machinery For The Printing Industry,12216.424
"Parts Of Machinery For Wine, Juice And The Like",5075.144
"Parts Of Machines For Cutting, Drawing Man-Made Textile",64333.217
Parts Of Machines For Preparing Textile Fibers,62641.583
"Parts Of Other Materials For Lamps, Lighting Fixtures",1083044.977
Parts Of Pneumatic Hand Tools,114001.652
Parts Of Portable Electric Lamps,35582.385
Parts Of Poultry-Keeping Machinery Or Incubators,720.477
Parts Of Radiators,1667165.428
Parts Of Railway And Tramway Locomotives,21415.364999999998
Parts Of Silencers And Exhaust Pipes,136140.158
Parts Of Steam And Other Boilers,141343.229
"Parts Of Steering Wheels, Steering Columns And Boxes",269628.949
"Parts Of Straps, Buckles, Locks And Frames, Leather",8303.529
Parts Of The Appliances Of Heading 84 24 81 10,54527.323
Parts Of The Machines Of Heading 84.71,3172367.9940000004
Parts Of The Machines Of Heading 84.72,578896.318
Parts Of Turbo-Jets Or Turbo-Propellers,8009353.876999999
Parts Of Watch Cases,9299.681
"Partsfor Electronic Water Pipe ""Shisha""",291610.747
Passenger Boarding Bridges Of A Kind Used In Airports,1692996.92
"Pasta Stuffed With Fish, Crustaceans And Molluscs",10202.0
Pasta Stuffed With Meat,88115.69900000001
Pastrami,308297.446
Pastry (Except Waffles And Wafers) Including Pizzas,451614.997
Patches To Help Tobacco Use Cessation Including Smoking,14513.19
Patent Leather And Patent Laminated Leather; Metallised Leather .,933.979
Paving Blocks And Slabs Of Other Minerals,22.28
Peach Jams And Jellies,16531.053
"Peaches, Including Nectarines, Fresh",895205.1790000005
Peanut Butter,428446.994
Pearls Of Wax,3368.443
"Pears , Fresh",1099059.129
"Pears, Dried",1208.782
"Peas, (Pisum Sativum) Frozen",242447.875
"Peas, Dried And Shelled,",656481.086
"Peas, Fresh Or Chilled",76295.443
"Peas, Frozen",15044.583
"Peas, Not Frozen",120735.681
Peat (Including Peat Litter) For Use As Agricultural Dust,361318.163
"Pectic Substances, Pectinates And Pectates",66671.873
Pedals And Crank-Gear And Parts For Bicycles,10094.831
Pedestrian Controlled Tractors,94493.092
Peel Of Citrus Fruit Or Melons,1241.961
Pegs For Tents And Stakes For Tying Domestic Animals,28663.032
Pellets,27994.103
Pen Nibs And Nib Points,3314.121
"Pencil Leads, Black Or Colored",52851.600000000006
Pencil Sharpeners And Blades Thereof,56497.31599999999
Pencil Sharpening Machines,2378.485
"Pencils And Crayons, With Leads Encased In Rigid Sheath",252336.66100000002
Penicillins And Their Derivatives With A Peinicillanic Acid Structure,100.71
Pentaerythritol,1737.31
"Pentafluoroethane (Hfc-125), 1,1,1-Trifluoroethane (Hfc-143A) And 1,1,2-Trifluoroethane (Hfc-143)",667.29
Pentanes,18.56
"Pepper, Crushed Or Ground",174527.68
"Pepper, Neither Crushed Nor Ground",904274.46
Pepsin Enzymes,56.076
Peptone And Peptone Derivatives,1308.47
Perdioxide Methylethyl Ketone,64441.323000000004
Perforated Cards For Jacquard Spools And The Like,1.46
Perfumed Bath Salts And Other Bath Preparations,896534.199
Perfumed Or Cosmetic Coated Tissue,227636.826
"Perfumes, Liquid Or Solid",9237510.616
Permanent Magnets And The Like Of Metal,48333.609
Peroxides Of Sodium Or Potassium,5.023
Peroxoborates (Perborates),19668.969
Peroxosulphates (Persulphates),1111.997
"Persimmons , Fresh",309256.336
Personal Deodorants And Antiperspirants,3882440.255
Personal Weighing Machines And Household Scales,132455.928
"Pesticides Containing Alpha-Cypermethrin (Iso), Bendiocarb (Iso), Bifenthrin (Iso), Chlorfenapyr (Iso), Cyfluthrin (Iso), Deltamethrin (Inn, Iso), Etofenprox (Inn), Fenitrothion (Iso), Lambda-Cyhalothrin (Iso), Malathion (Iso), Pirimiphos-Methyl (Iso) Or Propoxur (Iso). In Packings Of A Net Weight Content Not Exceeding 300 G",67.06
Petroleum Coke Calcined,17542008.448
Petroleum Coke Not Calcined,57369784.226
Petroleum Jelly,13200.901
"Petroleum Oils And Oils Obtained From Bituminous Minerals (Other
    Than Crude) And Preparations Not Elsewhere Specified Or Included,
   Containing By Weight 70 % Or More Of Petroleum Oils Or Of Oils
    Obtained From Bituminous Minerals, These Oils Being The Basic
   Constituents Of The Preparations,  Containing    Biodiesel,   Other Than Waste Oils :",1783.042
"Petroleum Resins, Coumarone, Indene Resins, Polyterpene",3178.59
"Petroleum-Based Preparations For Treating Textiles, Etc",67192.637
Phenol,1204.5279999999998
"Phenolic Resins Sheets, Film, Etc.",628.737
Phosphates Of Iron,18.003
Phosphates Of Lead,12189.938
Phosphates Of Mono- Or Disodium,341886.921
Phosphates Of Potassium,1993.828
Phosphinates And Phosphanates,9294.646
"Phosphonic Acid,  Methyl - Mixed With (Amino Aminomethyl) Urea (1:1)",2013762.777
"Phosphonic Acid, Methyl-Dimethyl Ester, Polymer With Oxirane And Phosphor Pentaoxide",100504.11
Phosphoric Acid,26574.98
Photo-Grammetrical Surveying Instruments,66706.23
Photocopies Machines,220872.231
"Photograph, Picture Or Similar Frames; Mirrors",135328.336
"Photographic Plates And Film, Exposed And Developed, Other Than Cinematographic Film.",3.02
"Photographic Plates, Film, Exposed But Not Developed",4240.360000000001
"Photographs Of Tourist Scenes, Etc.",40962.901
Photosensitive Semiconductor Devices Including Light-Emitting Diodes (Led),53669.375
Photosensitive Semiconductor Devices Including Photovoltaic Cells Assembled In Modules Or Made Up Into Panels,2511519.8649999998
Photosensitive Semiconductor Devices Including Photovoltaic Cells Not Assembled In Modules Or Made Up Into Panels,17037.468
Photovoltaic Ac Generators,709.39
Photovoltaic Dc Generators Of An Output  Exceeding 50 W,2047.705
Phthalic Anhydride,19.34
Pick-Up Cartridges,713.428
Pickled Sheep Skins,71.39
Pickles ( Assorted ) Preserved By Vinegar,348647.107
Pickling Preparations For Metal; Soldering Paste,163252.655
"Pickups, Compression Ignition, 5 Tons And Less",1937271.75
"Pickups, One Cab, Spark Ignition, 5 Tons Or Less",2520692.381
"Pickups, Two Cabs, Spark Ignition, 5 Tons Or Less",28618614.058
Picture Albums For Children,12802.432999999999
"Pig Fat, Free Of Lean Meat, Not Rendered Or Otherwise Extracted, Fresh, Chilled, Frozen, Salted, In Brine,Dried Or Smoked.",759.6859999999999
"Pigeon Peas (Cajanus Cajan) Dried And Shelled,",362.91
Pigments And Preparations Based Containing 80 Parcent Or More By Weight Of Titanium Dioxide Calculated On The Dry Weight,898538.308
Pigments And Preparations Based On Chromium,11496.436
Pigments And Preparations Based Thereon,659801.069
Pigrimage Towels,41526.555
Pile-Drivers And Pile-Extractors,28266.129999999997
Pillar-Boxes For Mail Of Iron Or Steel,27359.982
"Pillow Cases, Not Knitted, Cotton",104312.24100000001
"Pillow Cases, Not Knitted, Of Other Textiles",67820.163
"Pillow Cases, Not Knitted, Synthetic",30982.778000000002
Pillows,717833.025
Pin-Cushions,1119.83
Pine Nuts In Shells,51688.828
"Pine Nuts, Shelled",130410.87000000001
Pineapple Juice Of A Brix Value Not Exceeding 20,13150.743999999999
"Pineapple Juice, Of Brix Value Not Exceeding 20,  Containing Added Sugar Or Other Sweetening Matter.",114494.575
"Pineapple Juice, Of Brix Value Not Exceeding 20,  Not Containing Added Sugar Or Other Sweetening Matter.",94617.352
"Pineapples , Fresh Or Dried",1082300.272
"Pipe-Cutters, Bolt Croppers And Similar Tools",46737.883
Pipes And Fittings Thereof Of Asphalt,73768.97
"Pipes And Tubes And Fillings Thereof, Of Magnesium",48648.997
"Pipes, Channels And The Like Of Mica",2763.909
Pistachios In Shell,1643898.399
"Pistachios Roasted , Whether Or Not Salted",903043.417
Pistachios Shelled,573029.52
Pistons And Piston Rings For Spark-Ignition Engines,2096976.663
Pitch,13359.449999999999
Pitch Coke,47554004.28
"Plaice (Pleuronectes Platessa), Frozen",113.05
"Plain Bleached Manmade Woven Fabrics, Over 200 G/M2 (Less Then 85 Percent Cotton)",1699.482
"Plain Bleached Manmade Woven Fabrics, Under 201 G/M2 (Less Then 85 Percent Cotton)",13225.274000000001
"Plain Bleached Woven Cotton Fabrics, Over 200 G/M2 (85 Percent Cotton)",1103.89
"Plain Colored Cotton Woven Fabrics, Over 200 G/M2 (85 Percent Cotton)",13874.234
"Plain Colored Manmade Woven Fabrics, Over 200 G/M2 (Less Then 85 Percent Cotton)",811.673
"Plain Colored Manmade Woven Fabrics, Under 200 G/M2 (Less Then 85 Percent Cotton)",738.13
"Plain Dyed Cotton Woven Fabrics, Over 200 G/M2 (85 Percent Cotton)",6104.44
"Plain Dyed Manmade Woven Fabrics, Over 200 G/M2 (Less Then 85 Percent Cotton)",1213.852
"Plain Dyed Manmade Woven Fabrics, Under 200 G/M2 (Less Then 85 Percent Cotton)",20972.168
"Plain Printed Cotton Woven Fabrics, Over 200 G/M2 (85 Percent Cotton)",4219.136
"Plain Printed Manmade Woven Fabrics, Over 200 G/M2 (Less Then 85 Percent Cotton)",77541.46100000001
"Plain Printed Manmade Woven Fabrics, Under 200 G/M2 (Less Then 85 Percent Cotton)",11053.069
"Plain Unbleached Cotton Woven Fabrics, Over 200 G/M2 (85 Percent Cotton)",57682.146
"Plain Unbleached Manmade Woven Fabrics, Under 200 G/M2 (Less Then 85 Percent Cotton)",4173.175
Plaited Strips (Braids) For Ornamenting The Uniform,1025.395
Plaits And Similar Products Of Bamboo,7295.858
"Planed Beech, Over 6 Mm Thick",65974.79999999999
"Planed Coniferous Plywood, Not Over 6 Mm Thick",13318.125
"Planed Oak, Over 6 Mm Thick",120609.21
"Planed Other Wood, Over 6 Mm Thick",35632.345
"Planed Panels With Rounded Edges, Coniferous",101.0
"Planed Plywood Of Other Wood, Not Over 6 Mm Thick",35510.864
"Planes, Chisels, Gouges And Similar Cutting Tools",27201.064
"Planing, Milling, Molding Machines For Hard Materials",203017.87600000002
Plans For Architectural And Similar Purposes,3793.958
Plant Pots Of Peat,657.105
Plasterboard Reinforced With Paper Or Paperboard,970324.2670000001
Plasters Used In Denistry,13115.496
Plastic Based Mastics Used For Preventing Leakage,45958.729
"Plastic Doors, Windows And Their Frames",275727.962
Plastic Fans,21246.652000000002
"Plastic Fittings For Furniture, Coachwork Or The Like",227291.483
"Plastic Forks, Spoons, And Knives",969079.025
Plastic Frames And Mountings For Spectacles Or The Like,860250.089
Plastic Hangers,387714.532
Plastic Heads For Spraying Liquids By Frequent Pressure,71858.867
Plastic Imitation Glass For Watches,12507.95
"Plastic Locks Of Handbags, Suitcase Angles, Arches, Etc",68899.936
Plastic Office Or School Supplies,960301.7199999996
"Plastic Parts Of Lamps, Lighting Fixtures And The Like",101856.688
"Plastic Reservoirs, And Similar Containers, Over 300 L",1245421.0860000001
"Plastic Screws, Bolts, Rings And Similar Parts",205038.192
"Plastic Shutters, Blinds (Including Venetian Blinds) And Parts Thereof",148883.092
Plastic Statuettes And Other Ornamental Articles,624219.626
Plastic Technical Items For Industrial And Agricultural,34713.195
Plastic Transmission And Conveyor Belts,94525.645
Plastic Waste Of Other Plastics,2220.58
Plastic Waste Of Polymers Of Ethylene,216092.142
Plasticized Cellulose Acetates,10877.648
Plasticized Polyvinyl Chloride,274206.59
Plates And Bridges For Watches Or Clocks,3463.947
"Plates And Similar Signs For Machinery, Equipment, Etc.",15756.4
Plates And Trays Of Aluminum Sheets,1173151.009
"Plates, Dishes And Cups Of Cellualr Plastic (Foam)",1360791.744
"Plates, Etc., Of Other Copper Alloys Over 0.15 Mm Thick",70163.91900000001
"Plates, Sheets And Strip Of Cellular Rubber",205321.759
"Plates, Sheets And Strip Of Compounded Rubber",2447421.231
"Plates, Sheets And Strip Of Non-Cellular Rubber",435623.773
"Plates, Sheets And Strips Of Mica",27511.549
"Plates, Sheets And Strips Of Unvulcanized Rubber",786.7299999999999
"Plates, Sheets, Etc., Of Nickel Alloys",124459.314
"Plates, Sheets, Film, Foil, Tape, Of Polymers Of Vinyl Chloride Containing By Weight Not Less Than 6 Parcent Of Plasticisers",355736.207
"Plates, Tips And The Like For Tools, Of Cermets, Etc.",193973.714
Playing Cards,128159.921
"Pliers, Pinchers And Similar Tools",198182.949
Plows,6118.4
Plugs And Sockets For Co-Axial Wires And Printed Circuits,504351.904
"Plums And Sloes, Fresh",567969.6799999999
"Plywood, Veneered Panels And Similar Laminated Wood Of Bamboo",7971.493
Pneumatic Cushions Excluding Camping Goods Of (Heading 63.06),11161.311
Pneumatic Elevators And Conveyors,177263.678
Pneumatic Mattresses Of Other Textile Materials,9671.417
"Pneumatic Mattresses, Pillows And Backrests",10047.245
Pocket Items With Outer Surface Of Leather,1331190.901
Pocket Items With Outer Surface Of Plastic Or Textiles,656711.065
"Pocket Lighters, Gas Fueled, Non-Refillable",24564.081
"Pocket Lighters, Gas Fueled, Refillable",29391.994000000002
Pocket-Size Radio Cassette-Players,5045.607
"Pockets, Sleeves,  Collars, Collarettes , Wimples, Fallals Of All Kinds Like Cuffs , Yokes, Lapels And Similar Articles",5003.386
Polishes And Similar Preparations For Coachwork,222384.57
Polishes For Glass And Mirrors,90321.466
Polishes For Metals,124248.317
"Polishes, Creams And Similar For Leather",44032.008
"Polishes, Creams And Similar For Wood",135847.65099999998
"Poly (Vinyl Alcohol),Whether Or Not Containing Unhydrolysed Acetate Groups",60395.717
Poly(Ethylene Terephthalate) Having A Viscosity Number Of 78 Ml/G Or Higher,1782384.205
Poly(Lactic Acid),2811.603
Polyacetals,2637.875
"Polyamide-6, -11, -12, -6,6, -6,9, -6,10 Or -6,12",39578.858
"Polyamides Sheets, Film, Etc.",10669.543
Polycarbonates,253841.89
"Polycarbonates Sheets, Film, Etc.",225227.088
Polyester Fibers Not For Spinning,864192.002
Polyester Mixed Mainly With Manmade Filaments,133042.378
Polyester Mixed Mainly With Other Fabrics,13987.347
Polyester Mixed Mainly With Viscose Rayon,430262.467
Polyester Mixed Mainly With Wool Or Fine Animal Hair,72210.612
Polyester Mixed Mainly With Wool Or Fine Animal Hair 85 Percent Or Moe By Weigh Tynthetic Not For Retail Sale,18.49
"Polyesters, Multiple Yarn",8697.53
"Polyethylene Binder Twine, Not Plaited",9319.99
"Polyethylene Binder Twine, Plaited",17582.105
Polyethylene Having Specific Gravity Of 0.94 Or More,8409142.432
Polyethylene Having Specific Gravity Of Less Than 0.94,5195272.262
"Polyethylene Other Twine, Not Plaited",164665.946
"Polyethylene Other Twine, Plaited",70283.282
"Polyethylene Terephthalate Sheets, Film, Etc.",589678.114
Polyisobutylene,70.87
"Polymers Of Styrene Sheets, Film, Etc.",521431.236
"Polymers Of Vinyl Chloride Sheets, Film, Etc.",589700.598
Polymethyl Methacrylate,246611.737
"Polymethyl Methacrylate Sheets, Etc.",777288.314
Polyphosphoric Acids,492.27
Polypropylene,2133059.872
"Polypropylene Fibers, Not For Spinning",135269.29499999998
"Polypropylene Yarn ,Multiple Yarn",818.42
Polytetrafluoroethylene,4834.771
Polyurethanes,3221324.83
"Polyurethanes Sheets, Film, Etc.",706328.856
Polyvinyl Acetate In Aqueous Dispersion,386854.52
"Polyvinyl Butyral Sheets, Film, Etc.",296870.675
"Polyvinyl Chloride, Not Mixed With Other",7003776.096
"Pomegranates, Fresh",1882037.364
"Pomelo Juice, Of Brix Value  Not  Exceeding 20, Not Containing Added Sugar Or Other Sweetening Matter.",3520.649
Porcelain Or China For Technical Uses,8545.378
Porcelain Or China Sanitary Fixtures,1944722.665
"Portable Digital Automatic Data Processing Machines, Weighing Not More Than 10 Kg Consisting Of At Least A Central Processing Unit, A Keyboard And A Display (Personal Computer)",30878190.71000001
Portable Electric Lamps,584774.1229999999
Portable Ladders And Stairs,28731.832000000002
"Portable Ladders, Wood",2381.16
"Portable Laser Pointers, In Form Of Pens, Medals, .Ect.",44718.541
Portable Partitions On Floor .,10401.331
Portal Or Pedestal Jib Cranes,79892.625
"Postage Or Revenue Stamps, Stamp-Postmarks And The Like",860.253
Postcards,4610.311
Posts And Beams,4031.234
"Pot Scourers And Scourina Or Polishing Pads, Gloves And The Like,Of Aluminum",35908.212
Potable Water Coolers,423063.973
Potassium Carbonates,27953.807
Potassium Chlorate,18.22
Potassium Chloride,398601.27
Potassium Hydroxide ( Caustic Potash ),242950.273
Potassium Nitrated,10489.083
Potassium Permanganate,344.56
Potassium Sulphate,2021.44
Potato Peeling And Cutting Machines,23290.103
Potato Starch,177920.999
"Potatoes, Frozen",9198479.617
"Potatoes, Not Frozen",512862.895
Poultry Food,673829.086
Poultry Incubators And Brooders,2894.66
"Pouring Stoppers, Measuring Stoppers And The Like",579.23
Powder For Making Ice Cream Base,284527.04
"Powder For Making Ice-Cream, Containing Cocoa, Bulk",1190365.419
"Powder For Making Ice-Cream, With Cocoa, Non-Bulk",195004.04
Powder Of Potatoes,10540.777
Powder Puffs And Pads For Cosmetics,85648.521
Powdered Odoriferous Burning Preparations,15824.182
Powders For Babies,118294.637
Powders For Making Ice Cream,384923.51
Powders For Making Table Cream,200428.381
Powders For Making Table Jelly,311326.154
Powders Of Alloy Steel,2581.798
Powders Of Lamellar Structure; Flakes,5549.03
"Powders Of Lamellar Structure; Flakes, Aluminum",8097.1
Powders Of Non-Lamellar Structure,41.236000000000004
"Powders Of Non-Lamellar Structure, Aluminum",42.66
Power Looms For Weaving Fabrics Over 30 Cm Wide-Shuttle,23.701
Power Supply For Desktop Computers,401626.803
"Prayer Rugs Of Cotton, Not Pile, Made Up",1043.685
"Prayer Rugs Of Cotton, Pile, Made Up",10750.14
"Prayer Rugs Of Manmade Textiles, Not Pile, Made Up",2468.97
"Prayer Rugs Of Manmade Textiles, Pile, Made Up",139310.357
"Prayer Rugs, Cotton, Tufted",7121.655
"Prayer Rugs, Gummed Pile",14995.330000000002
"Prayer Rugs,Tufted Manmade Textile",9719.857
Prefabricated Buildings Of Other Materials,762677.868
"Prefabricated Structural Components Of Cement, Etc.",219881.466
Pregelatinized Starches Or Swelling Starches,125648.381
"Preparations And Charges For Fire-Extinguishers Containing Bromochlorodif Luoromethane, Bromotrifluoromethane Or Dibromoetrafluoroethanes",13255.176
Preparations Consisting Of Saccharin,16216.32
Preparations For Face Make-Up And Paint Make-Up,2141120.932
Preparations For Making Lemonade Or Other Soft Drinks,5885831.113
Preparations For Making Lemonades Or Other Beverages Not Containing Added Sugar Or Other Sweetening Matter.,783408.3030000001
Preparations For Permanent Waving Or Straightening,71218.525
Preparations For Use In Denistry,11754.005000000001
Preparations Of Swine Blood Preserved,12.2
Preparations Used As Mouth Washes,681944.988
Preparations With A Basis Of Milk For Baking,1147127.362
"Preparations, Often Referred To As Food Additives (Food Colour)",1569715.243
"Prepared Additives For Cements, Mortars Or Concretes",2549040.81
Prepared Binders For Foundry Moulds Or Cores,498965.23699999996
Prepared Culture Media For Developing Micro-Organisms,494128.391
Prepared Driers,66129.69399999999
"Prepared Explosives, Other Than Propellent Powders",407664.94
Prepared Foods Obtained From Unreasted Cered Flakes Or From Mixtures Of Unroasted Cereal Flakes Containing Cocoa,9827.549
Prepared Meat Of Liver Of Any Animal,23629.706
Prepared Mustard,116058.899
Prepared Painting Canvas,54671.496
"Prepared Pigments, Opacifiers And Colors; Enamels",101015.272
Prepared Rubber Accelerators,145668.445
Prepared Turkey Meat,462050.172
Prepared Water Pigments For Finishing Leather,336.54
"Press-Fasteners, Snap-Fasteners And The Like",37418.886
Pressed Dried Dates,3115726.494
Presses For Particle Board Or Similar Materials,3018.05
Pressure-Reducing Valves,1048696.346
"Prickly-Pears, Fresh",93534.18800000001
"Printed 3 Or 4-Thread, Cotton Mixed, Over 170 G/M2",3736.08
Printed Artificial Filaments,493.02
Printed Artificial Staple Fibers,117507.751
Printed Circuits,84063.502
"Printed Cotton Fabrics, 3 Or 4 Thread, Over 200 G/M2 (85 Percent Cotton)",552.74
"Printed Cotton Fabrics, Other Fabrics, Over 200 G/M2 (85 Percent Cotton)",11082.292
Printed Cotton Mixes,3495.6400000000003
"Printed Cotton Woven Fabrics, Other Fabrics (85 Percent Cotton)",3910.505
"Printed Cotton Woven Fabrics, Plain, 101-200 G/M2 (85 Percent Cotton)",15090.993
"Printed Cotton Woven Fabrics, Plain, Under 100 G/M2 (85 Percent Cotton)",7389.816000000001
Printed Labels,1282878.6570000001
"Printed Manmade Woven, Other Fabrics, Over 200 G/M2 (Less Then 85 Percent Cotton)",9474.394
"Printed Manmade Woven, Other Fabrics, Under 201 G/M2 (Less Then 85 Percent Cotton)",501.523
Printed Matter For Publicity And Advertisement,137808.26200000002
Printed Nylon Or Polyamides,12.33
"Printed Other Cotton Wovens, Over 200 G/M2",8771.894
"Printed Other Cotton Wovens, Under 201 G/M2",937.83
Printed Other Mixed Fibers,517.14
"Printed Other Polyester, Cotton Mixed, Over 170 G/M2",583.61
Printed Other Woven Artificial Filaments,327.99
Printed Other Wovens,9492.099999999999
"Printed Polyester, Plain, Cotton Mixed, Under 171 G/M2",3238.5
Printed Synthetic Filaments,25299.042
Printed Textured Polyester,86641.61899999999
"Printing Type, Blocks, Plates And Similar Components",154920.574
"Private Cars, 1 Year Old, Spark Ignition, Over 3000 Cc",3363738.55
"Private Cars, 1 Year, Spark Ignition, 1001 To 1500 Cc",4532433.439
"Private Cars, 1 Year, Spark Ignition, 1501 To 3000 Cc",2755882.843
"Private Cars, 1-Year, Spark-Ignition, Not Over 1000 Ccc",1299816.303
"Private Cars, Current, Spark Ignition, 1001 To 1500 Cc",47964587.149
"Private Cars, Current, Spark Ignition, 1501 To 3000 Cc",80063006.612
"Private Cars, Current, Spark Ignition, Over 3000 Cc",40841513.288
"Private Cars, Current, Spark-Ignition, Not Over 1000 Cc",107291.97
"Processed Cheese, Not Grated Or Powdered",10869179.081
Processing Solutions For Photography,252922.472
"Processors And Controllers, Whether Or Not Combined With Memories, Converters ,Logic Circuits, Amplifiers, Clock And Timing Circuits, Or Other Circuits",1194461.9170000001
Producer Gas Or Water Gas Generators; Other Generators,4134502.1720000003
Production Counters,57409.693
Products Suitable For Use As Glues Or Adhesives,1050090.286
Profile Forming Machines,46678.68
Profiles Of Cast Or Rolled Glass,35901.024999999994
Projection Screens,67607.27399999999
Projectors Of A Kind Solely Or Principally Used In An Automatic Data Processing System Of Heading 84.71,308361.644
"Projectors, Enlargers And Reducers",5573.4800000000005
Propan-1-Ol (Propyl Alcohol) And Propan-2-Ol,570331.684
Propelling Or Sliding Pencils,11659.597
Propene (Propylene),18032.91
"Propionic Acid, Its Salts And Esters",186.124
Props And Similar Equipment For Scaffolding,1595428.534
Propylene Copolymers,419049.33800000005
"Propylene Glycol (Propane-1,2-Diol)",50269.159
Protective Goggles,94231.678
Protein Concentrates And Textured Protein,16593821.916
"Proteins Dissolved In Water, Used In Food Preparations",2685.0939999999996
"Prunes, Dried",57996.72
Pruning Knives,2072.708
"Psittacifomes (Including Parrots,Parakeets,Macaws And Cockatoos)",187272.787
Public Type Vehicles With Compression-Ignition Engines,15007569.383000001
Pulling Oils And Lubricants,5771.751
Pulps Of Fibres Derived From Recovered ( Waste And Scrap ) Paper Or Paperboard,28249.782
Pulps Of Fibres Derived From Recovered ( Waste And Scrap ) Paper Or Paperboard Of Bamboo,18.99
Pumice Stone,389.756
Pumpkin Seeds,86292.126
"Pumpkin, Squash And Marrow Seeds, Unroasted",187738.722
"Pumpkins, Squash And Gourds (Cucurbita Spp.), Fresh Or Chilled.",1156035.641
Pumps For Dispensing Fuel Or Lubricants,166856.842
"Punching, Notching Or Nibbling Machines (Excluding Presses) Numerically Controlled",2620.909
Pure Silicon Containing By Weight Not Less Than 99.99 Parsant Of Silicon,6535315.095
Pure Sodium Chloride,19292.91
Pure-Bred Breeding Horses Of Arabic Breed,7105.555
Pustular Plates For Medical Agricultural Of Plastic,441.061
Quartzite,8846.362000000001
Quicklime,6042381.705000001
Quilted Textile Products In The Piece,30805.555
Quilts,255611.378
"Quilts, Bedspreads, Eiderdowns And Duvets (Comforters)",209288.43300000002
"Quinces , Fresh",3168.593
Quinoa (Chenopodium Quinoa),56742.865
"Rabbits Boxes, Poultry Cage,Bees Celles, Steels-Feeding And Similar Articles Of Iron Or Steel",24785.976
"Rabbits Boxes,Poulty Cages Bees Celles,Steels-Feeding And Similar Articles Of Of Iron Or Steel",474132.847
Racahout,2623.185
"Racahout, Containing Added Sugar Or Other Sweetening Mater, For Beverages Industry.",122.972
"Racahout, Not Containing Added Sugar Or Other Sweetening Mater, For Beverages Industry.",2334.47
Radar Apparatus,284924.657
Radiator Coolant Containing Ethyl Glycol,154618.412
Radiator Plates Of Worked Copper,524.311
Radiators,949606.401
Radiators Of Cast Iron,36156.209
Radio Remote Control Apparatus,94285.275
"Radioactive Elements And Isotopes And Compounds; Other Alloys, Dispersions (Including Cermets), Ceramic Products And Mixtures Containing These Elements, Isotopes Or Compounds For Medical Purposes",130759.123
Radiogrophy Apparatus To Investigate Luggage,549608.666
Radios Combined With Sound Recording Or Reproducing Or Reproducing Apparatus,53572.352999999996
Radios Not Combined With Sound Recording Or Reproducing Apparatus But Combined With A Clock,2322.6780000000003
"Radios With External Power And Sound Recorder, For Cars",37463.567
Radish Seeds,1486.254
Rail Locomotives Powered By External Electricity,41.8
"Rails For Railways, Iron Or Steel",87694.936
Railway Coaches Powered From External Electricity,3958.45
Railway Or Tramway Maintenance Or Service Vehicles,1340.6699999999998
Railway Or Tramway Passenger And Other Coaches,1316.58
